text_indice	batch	text	DMesure	gold_score_20	gold_score_20_std	gold_score_20_label	gold_label_trunc	gold_label_maj	ANNOT1_LEVEL	ANNOT1_SUBLEVEL	ANNOT2_LEVEL	ANNOT2_SUBLEVEL	ANNOT3_LEVEL	ANNOT3_SUBLEVEL	old_gold_score_20_label	old_gold_label_trunc	old_gold_label_maj
2112	9_1	La maison : non à l'encombrement    La maison doit être l'anti-stress de la ville  Lorsqu'une maison est vide, excepté quelques belles et parfaites nécessités, elle devient un havre de paix. Chérissez-la, nettoyez-la et habitez-la avec respect, cela dans le but de servir à protéger votre trésor le plus précieux : vous-même.  C'est lorsque l'on n'est plus préoccupé par les considérations matérielles que l'on peut s'épanouir.  Le corps abrite l'esprit comme la maison abrite le corps ; notre esprit doit être libéré pour pouvoir se développer.  Chacune de nos possessions devrait nous rappeler que nous n'avons besoin de rien d'autre qu'elle, et que c'est son utilité qui la rend si précieuse; sans elle, nous ne pourrions « fonctionner » normalement.  La maison devrait être un lieu de repos, une source d'inspiration, une aire thérapeutique. Nos villes sont surpeuplées, bruyantes, avec trop de couleurs et de distractions visuelles qui nous agressent et nous blessent. C'est à la maison de nous redonner de l'énergie, de la vitalité, de l'équilibre, de la joie. Elle est une protection matérielle et psychologique, aussi bien pour le corps que pour l'esprit.    source : L'art de la simplicité, Dominique Loreau	Accessible	14.0	2.598076211353316	Accessible	Accessible	Accessible	+Complexe	2	Accessible	3	Accessible	3	+Complexe	Accessible	Accessible
1568	9_1	électricien bâtiment    VMA LOUVAIN LA NEUVE RECHERCHE SON NOUVEL HERO :  Vous êtes passionné par l'électricité et la technologie ? Vous avez une première expérience derrière vous et vous avez envie d'en faire plus ? Dans ce cas, vous trouverez certainement chez nous votre motivation pour la technologie.    À QUOI RESSEMBLE VOTRE JOURNÉE :  Avec vos collègues, vous vous réunissez sur place ou à un point de départ pour faire du covoiturage. L'heure matinale ne vous décourage pas. Une fois sur place, vous continuez à travailler sur le projet. Nous nous concentrons sur les grands projets de construction.    Que faites-vous ici ? Selon le projet, vous installez des prises de courant, des éclairages, des chemins de câbles, des installations d'incendie, de la domotique, etc. Tout ce qui a trait à l'électricité fait partie de votre package.    VOS TÂCHES :  Vous mettez l'épaule à la roue dans le cadre de projets d'automatisation à grande échelle.  Avec vos collègues, vous installez des tuyaux, des chemins de câbles, des câbles électriques et de données, des éclairages, des appareillages, des détections d'incendie, des contrôles d'accès, etc.  Vous lisez et interprétez les plans et schémas électriques.  Vous réglez les variateurs de vitesse et assurez des tests IO complets.  Vous communiquez couramment avec votre chef de chantier et suivez méticuleusement les instructions.  Votre travail ne s'achève qu'après une mise en service en douceur.  Vous avez de l'ambition ? Dans ce cas, vous aurez l'occasion de prendre un stagiaire sous votre aile.  Encore plus d'ambition ? Vous aurez alors la possibilité d'évoluer vers un poste d'assistant gestionnaire de site.    source : https://emplois.be.indeed.com	+Complexe	7.666666666666667	4.618802153517007	Facile	Très Facile	Très Facile	Accessible	3	Très Facile	5	Très Facile	5	Facile	Facile	Facile
2191	9_1	Avis 2022/15 Espaces publics partagés    Certaines places et certaines rues sont appelés des espaces partagés:  - il n’y a pas de piste cyclable pour les vélos  - il n’y a pas de trottoir pour les piétons  - il n’y a pas de route à part pour les voitures.  Les véhicules roulent là où il y a aussi des piétons.  Les véhicules c’est :  - les voitures  - les bus  - les vélos  - …  Espace partagé, c’est « shared space » en anglais.  On doit faire très attention dans les espaces partagés.  Pour éviter les accidents.  Mais les personnes qui ont un handicap ne sont pas en sécurité dans les espaces partagés.  Les personnes en fauteuil roulant et les personnes qui ont des difficultés à marcher, sont plus lentes que les autres piétons.  Les personnes aveugles ne peuvent pas voir les véhicules qui arrivent.  Elles ne sont pas en sécurité.  Le CSNPH n’est pas d’accord avec les espaces partagés.  Les places et les rues doivent être sûres et accessibles pour les personnes avec un handicap.  Par exemple : il faut des routes à part pour les voitures.    source : Conseil Supérieur National des Personnes Handicapées (BE)	Très Facile	5.666666666666667	6.350852961085883	Facile	Très Facile	Très Facile	Accessible	3	Très Facile	2	Très Facile	2	Facile	Facile	Facile
1725	9_1	Où vont les déchets?    Il est 6h du soir, Monsieur Tautou est assis dans sa cuisine. Il rentre du travail. Il se repose un instant en buvant une tasse de café.  Il regarde sa cuisine, tout va bien aujourd'hui elle est en ordre et il fait propre mais… la poubelle déborde.  Il regarde le calendrier collé sur le frigo, c'est jeudi, il faut sortir les poubelles.  Il se lève, va fermer le sac et prend aussi le sac bleu ! Il est dans le placard de la terrasse entre le sac jaune, les cartons, les bouteilles vides, la chaise cassée, le seau, les brosses et l'aspirateur. Heureusement qu'il y a un placard sur la terrasse… Un nœud par ici, un lien par-là, et voilà, c'est prêt. Il descend déposer les sacs sur le trottoir.    Le lendemain matin, une lumière orange et du bruit dans la rue réveillent Monsieur Tautou.  Il se lève, ouvre un peu les rideaux et regarde par la fenêtre.  En bas dans la rue, le camion poubelle avance doucement en grinçant. Trois éboueurs ramassent les sacs à toute vitesse et les lancent dans la benne. Quel travail !  Parfois, ils traînent les sacs tellement ils sont lourds!  Monsieur Tautou regarde le camion avancer et tourner au coin de la rue. Il pense « J'aimerais bien savoir où il va avec tous ces déchets ».	Très Facile	5.666666666666667	6.350852961085883	Facile	Très Facile	Très Facile	Accessible	3	Très Facile	2	Très Facile	2	Facile	Facile	Facile
65	9_1	La mode française tirée par l'étranger.    De la Bastille à Hongkong, la créatrice de mode Isabel Marant s'apprête à ouvrir dans une quinzaine de jours son premier magasin à Hongkong sur le très chic Causeway Bay. Un grand bond en avant pour cette jeune marque, emblématique des bobos parisiens. « Nous avons testé la vente de nos collections depuis un an en Chine chez un distributeur multimarques et ça commence à bien marcher », raconte Sophie Duruflé, directrice générale de cette entreprise [...]. Pour Isabel Marant, l'export représente environ 60 % d'un chiffre d'affaires de 12 millions d'euros en 2005, dont 30 % vers l'Asie. [...]    Les produits fabriqués en Chine envahissent nos rayons ? Qu'à cela ne tienne. Petits et grands noms de la mode française n'hésitent plus à aller planter leur drapeau loin, parfois très loin, de leurs racines. Comme Isabel Marant, la spécialiste de la chemise haut de gamme, Anne Fontaine va ouvrir un magasin à Shanghai cet automne. Le Marseillais Didier Parakian s'installe à Pékin. Des enseignes comme Etam, Le Breton, Saint James ou Montagut sont déjà très présentes en Chine. Peu à peu, la mode française prend le train de la mondialisation pour inverser la tendance.  [...]    Les pros de la mode française sont donc repartis à l'offensive. Les exportations sont particulièrement dynamiques avec certains de nos voisins comme l'Espagne (+ 12 %), l'Italie (+ 13 %). L'Europe représente encore la majorité de nos ventes à l'extérieur. Celles-ci ont progressé de 5 % vers les États-Unis. Et elles sont particulièrement dynamiques vers de nouveaux marchés comme Hongkong (+ 6 %), l'Arabie Saoudite (+ 26 %), la Pologne (+ 37 %), la Russie (+ 43 %) ou les Émirats arabes unis (+ 45 %).	Accessible	11.0	5.196152422706632	Accessible	Facile	Facile	+Complexe	2	Facile	3	Facile	3	Accessible	Accessible	Accessible
1800	9_1	COMMENT DE JEUNES EUROPÉENS PEUVENT-ILS ÊTRE FASCINÉS PAR DAECH?    Français, Belges, Allemands, ils sont quelques milliers à se laisser embrigader par le discours de Daech. Ces jeunes, souvent issus de l'immigration, croient trouver une réponse à toutes les questions qu'ils se posent, à leur mal vivre, en enfilant le costume de djihadiste. Ils n'ont parfois qu'un lointain rapport personnel à l'islam et pourtant, petit à petit, souvent en commençant à prendre contact via Internet, puis en rejoignant Daech en Syrie ou en Irak, ils se changent en terroristes. Un cheminement effrayant vers la mort imposée aux autres et parfois à soi-même, qui soulève de multiples questions sur les sources de cet effroyable torrent de haine qui les emporte.    source : J'atteste contre la barbarie, Abdellatif Laabi & Zau	+Complexe	9.0	3.4641016151377544	Facile	Facile	Facile	Accessible	3	Facile	2	Facile	2	Facile	Facile	Accessible
1837	9_1	Joséphine Baker    La danse libérée    La révolution Joséphine  Paris a changé depuis la fin de la Première Guerre mondiale, en 1918. Beaucoup de femmes travaillent, elles se sont débarrassées de leurs corsets et de leurs grandes robes qui les empêchaient de bouger, elles ont coupé leurs cheveux, conduisent des voitures - Tumpie passe même son brevet de pilote d’avion ! Libres de leurs mouvements, elles veulent aussi l’être dans leur vie : les jeunes filles peuvent étudier à l’université, de nouveaux métiers s'ouvrent à elles, elles réclament le droit de voter, de choisir leur avenir, de s’amuser. Qui mieux que Joséphine peut les comprendre ?  Les Parisiens souhaitent oublier la guerre, ils veulent rire et danser au son du jazz ; Joséphine, avec sa chorégraphie rythmée, joyeuse, leur ouvre un monde inconnu. Chaque soir, la salle est pleine à craquer.    Tous veulent voir l'artiste qui a révolutionné la danse, la vedette excentrique qui vit entourée d'animaux : une guéparde, un singe, des oiseaux… Bientôt on vend des poupées à son image, des crèmes de beauté portant son nom, des bas de soie Joséphine, on danse comme elle en boîtes de nuit !    source : Joséphine Baker, Marianne Stepanovic & Hypathie Aswang	Facile	10.0	2.6457513110645907	Facile	Facile	Facile	Accessible	3	Facile	4	Facile	3	Facile	Facile	Facile
188	9_1	L'histoire d'une carte préhistorique    Une carte historique gravée sur une pierre de schiste a été trouvée à Leuhan il y a très longtemps.  Cette pierre a été oubliée dans un musée de la région parisienne. En 2014, la pierre a été redécouverte.  La carte représente la vallée de l'Odet et une partie des montagnes Noires.  C'est la plus vieille carte connue en Europe.    source : Magazine Penn Ar Bed n°161, Conseil Départemental du Finistère	Facile	6.333333333333333	2.8867513459481287	Facile	Facile	Facile	Facile	3	Facile	3	Très Facile	3	Facile	Très Facile	Facile
1957	9_2	Mon arrivée en France    Je suis venue en France avec mes enfants pour rejoindre mon mari. J'ai laissé ma mère, mes soeurs, mes amis au Maroc, et cela est difficile. La première fois que je suis venue en France, je ne connaissais rien, ni la langue, ni les gens. A mon arrivée, j'ai perdu mon bébé, un fils. Heureusement, j'avais à côté de moi des amis marocains, français et portugais qui m'ont beaucoup aidée. J'ai appris le français avec des voisins français, ils étaient très gentils avec moi.  Je suis restée dans cette ville de Randonnai pendant 2 ans, puis j'ai déménagé, et j'ai à nouveau perdu tous mes amis. A mon arrivée à Alençon, j'ai rencontré Khadija, une marocaine qui m'a beaucoup aidée et qui m'a appris à me débrouiller en France. Je ne savais ni lire ni écrire et je ne pouvais pas envoyer de lettre à ma mère.  Maintenant, ça va mieux, mes enfants m'aident. Je sais parler et je comprends bien le français. J'apprends à lire et à écrire aux cours d'alphabétisation.  Zahra	Très Facile	8.833333333333334	3.685557397915997	Facile	Facile	Facile	Accessible	3	Facile	1	Facile	3	Facile	Facile	Facile
165	9_2	Les six scénarios qui marchent au cinéma.    1. Le héros poursuivi par le monde entier : Le héros peut être poursuivi parce qu'il a commis des meurtres ou parce qu'on le croit coupable d'un crime. Il doit alors retrouver le meurtrier pour démasquer ses accusateurs. Parfois, on veut sa peau parce qu'il est un témoin gênant ou qu'il est différent. Les forces ennemies peuvent être aussi animales ou démoniaques.    2. La chasse au trésor : Le trésor peut être un diamant, un billet de loterie égaré ou la formule secrète d'une arme dévastatrice. Parfois, comme dans les films de Hitchcock, les personnages courent après un trésor qui n'existe pas.    3. Grandeur et décadence : La déchéance est un thème qui a inspiré de nombreux films. Elle peut être causée par l'amour, l'alcool ou la pauvreté. Parfois, après être tombé au plus bas, le héros se relève et sort grandi de ses épreuves.    4. L'élément étranger : L'élément étranger peut venir d'une autre planète ou d'un milieu social différent. Il peut être un animal, un fou, etc. Parfois, l'élément étranger fait des dégâts. Dans d'autres cas, il bouleverse d'une manière bénéfique le monde dans lequel il fait irruption.    5. La rencontre adulte-enfant : Depuis Le Kid de Chaplin, le cinéma consomme beaucoup d'enfants. La complicité entre les grands et les petits intervient dans des drames ou dans des comédies. Parfois, à l'inverse, c'est l'opposition de caractère entre les adultes et les enfants qui fait la trame des films.    6. Le prince et la bergère : Ce thème éternel connaît actuellement une nouvelle jeunesse. Les princes y sont des golden-boys ou des stars du cinéma et les bergères des vendeuses de supermarché ou des prostituées au grand coeur. Ce scénario se conjugue parfois dans l'autre sens. Dans Vacances romaines, une princesse tombe amoureuse d'un reporter roturier.    D'après Ça m'intéresse, juin 1994.	Accessible	12.5	0.5	Accessible	Accessible	Accessible	Accessible	3	Accessible	2	Accessible	3	Accessible	Accessible	Accessible
